1	0.368552	0.368541	0.368633	0.36805	0.368064	.3683
2	0.727238	0.72665	0.726939	0.726825	0.726844	.7268
3	1.10395	1.10324	1.09983	1.10071	1.10349	1.1022
4	1.49772	1.49265	1.49112	1.49279	1.49261	1.4933
5	1.88947	1.89287	1.89754	1.88709	1.88682	1.8907
6	2.37671	2.31581	2.31277	2.30932	2.30578	2.3240
7	2.86138	2.77768	2.79113	2.82321	2.79918	2.8105
8	3.35922	3.33017	3.40125	3.41209	3.38314	3.3771
9	3.90434	3.92649	3.99156	3.89455	4.06466	3.9563
10	4.69131	4.68454	4.67013	4.65135	4.69554	4.6785
