1	6.63716	6.63691	6.63488	6.62914	6.63211	6.6340
2	3.41451	3.42005	3.42362	3.42617	3.41943	3.4207
3	2.64265	2.64077	2.64024	2.63845	2.63655	2.6397
4	1.85185	1.86457	1.84986	1.86154	1.86091	1.8577
5	1.86444	1.84963	1.84534	1.83612	1.83884	1.8468
6	1.84568	1.83628	1.83942	1.83675	1.83142	1.8379
7	1.83895	1.8441	1.84233	1.84665	1.84008	1.8424
8	1.83486	1.82984	1.82259	1.82372	1.84018	1.8302
