1	6.65546	6.65534	6.67202	6.66824	6.65725	6.6616
2	3.48837	3.48172	3.48527	3.47846	3.4818	3.4831
3	2.40284	2.40062	2.40135	2.40182	2.40007	2.4013
4	1.88842	1.88826	1.88951	1.88669	1.88798	1.8881
5	2.81161	2.91018	2.91658	2.8718	2.99179	2.9003
6	2.52149	2.5292	2.52192	2.52879	2.52054	2.5243
7	2.16676	2.16604	2.16583	2.16861	2.16441	2.1663
8	1.95028	1.94637	1.94801	1.95409	1.95123	1.9499
